CONCESIONARIO,ID LOCALIDAD,DIRECCION,NOMBRE,FECHA VIG,LONGITUD,LATITUD
,10,KR 90A 64C 10 IN 3,N/A,Dec-21,-74.115653885,4.6869046740001
,10,CL 66A 95 59,N/A,Dec-21,-74.117450443,4.694005889
,10,KR 106A 64C 05,N/A,Dec-21,-74.128250068,4.70003911
,10,AC 63 105G 16 LC 1,N/A,Dec-21,-74.128520585,4.698198409
,10,KR 109A 64D 10,N/A,Dec-21,-74.129670859,4.701327361
,10,KR 106A 65 08,N/A,Dec-21,-74.127329265,4.700602786
,10,KR 116C 64A 19,N/A,Dec-21,-74.139631043,4.711524957
,10,CL 70 109A 26 PI 1,N/A,Dec-21,-74.127216581,4.7061677520001
,10,CL 72F 112B 11,N/A,Dec-21,-74.127014446,4.714270454
,10,AC 80 116B 61,N/A,Dec-21,-74.124735612,4.725001316
,10,KR 112B 79B 30,N/A,Dec-21,-74.120047211,4.719437543
,10,KR 110 71 16 PI 1,N/A,Dec-21,-74.125818459,4.7089051340001
,10,KR 108 71A 03,N/A,Dec-21,-74.124812075,4.7086524500001
,10,CL 54 BIS 71C 44,N/A,Dec-21,-74.105340062,4.6720587940001
,10,AK 70 71 75,N/A,Dec-21,-74.09215733,4.683339608
,10,CL 75 71D 31 LC 101,N/A,Dec-21,-74.092337414,4.69052808
,10,CL 66A 84 03,N/A,Dec-21,-74.108590689,4.689095132
,10,KR 83 74A 27,N/A,Dec-21,-74.101843387,4.697359158
,10,CL 72A 72A 52,N/A,Dec-21,-74.095810251,4.6889643320001
,10,TV 93 53 32 IN 35,N/A,Dec-21,-74.118465257,4.6856219110001
,10,TV 93 53 32 IN 33,N/A,Dec-21,-74.118465257,4.6856219110001
,10,TV 93 53 32 IN 74,N/A,Dec-21,-74.118465257,4.6856219110001
,10,TV 93 53 32 IN 73,N/A,Dec-21,-74.118465257,4.6856219110001
,10,TV 93 53 32 IN 9,N/A,Dec-21,-74.118465257,4.6856219110001
,10,TV 93 53 32 IN 21,N/A,Dec-21,-74.118465257,4.6856219110001
,10,TV 93 53 32 IN 15,N/A,Dec-21,-74.118465257,4.6856219110001
,10,TV 93 53 32 IN 22,N/A,Dec-21,-74.118465257,4.6856219110001
,10,TV 93 53 32 IN 20,N/A,Dec-21,-74.118465257,4.6856219110001
,10,TV 93 53 32 IN 16,N/A,Dec-21,-74.118465257,4.6856219110001
,10,TV 93 53 32 IN 12,N/A,Dec-21,-74.118465257,4.6856219110001
,10,CL 65 BIS 89A 73,N/A,Dec-21,-74.113418529,4.68906374
,10,CL 70A 86A 44,N/A,Dec-21,-74.107693789,4.694019606
,10,CL 83B 92 27 LC 1,N/A,Dec-21,-74.103060408,4.708951358
,10,TV 112B BIS A 64 69,N/A,Dec-21,-74.135703672,4.705481841
,10,CL 64 150 00,N/A,Dec-21,-74.147131801,4.7188648580001
,10,KR 112A 79B 23,N/A,Dec-21,-74.120077129,4.719292189
,10,KR 112A 79B 07,N/A,Dec-21,-74.120165339,4.719229549
,10,KR 112A 79 09,N/A,Dec-21,-74.120518176,4.7189786270001
,10,KR 113 81 10,N/A,Dec-21,-74.118429282,4.722175443
,10,CL 82 112G 51,N/A,Dec-21,-74.117328061,4.7227838430001
,10,CL 86A 113 24,N/A,Dec-21,-74.114124937,4.7266007050001
,10,CL 88 110C 33,N/A,Dec-21,-74.11012979,4.7236072690001
,10,KR 111A 86D 04,N/A,Dec-21,-74.110322513,4.7236075500001
,10,AC 80 68 59,N/A,Dec-21,-74.080597622,4.6839550140001
,10,KR 89 80 74,N/A,Dec-21,-74.102210525,4.704538147
,10,CL 57 66A 51,N/A,Dec-21,-74.101469828,4.67096514
,10,KR 70C BIS 71 46,N/A,Dec-21,-74.093243568,4.6837367960001
,10,AK 70 71A 41,N/A,Dec-21,-74.091952782,4.6837700520001
,10,KR 69K 75 91,N/A,Dec-21,-74.086287936,4.686658149
,10,CL 52A 85H 12,N/A,Dec-21,-74.115182725,4.680035376
,10,CL 71A 72 51,N/A,Dec-21,-74.096245215,4.686669333
,10,CL 71A 72 41,N/A,Dec-21,-74.096137287,4.686589054
,10,TV 93 53 32 IN 69,N/A,Dec-21,-74.118465257,4.6856219110001
,10,TV 93 53 32 IN 42,N/A,Dec-21,-74.118465257,4.6856219110001
,10,TV 93 53 32 IN 46,N/A,Dec-21,-74.118465257,4.6856219110001
,10,TV 93 53 32 IN 26,N/A,Dec-21,-74.118465257,4.6856219110001
,10,TV 93 53 32 IN 57,N/A,Dec-21,-74.118465257,4.6856219110001
,10,TV 93 53 32 IN 47,N/A,Dec-21,-74.118465257,4.6856219110001
,10,TV 93 53 32 IN 50,N/A,Dec-21,-74.118465257,4.6856219110001
,10,TV 93 53 32 IN 51,N/A,Dec-21,-74.118465257,4.6856219110001
,10,TV 93 53 32 IN 56,N/A,Dec-21,-74.118465257,4.6856219110001
,10,TV 93 53 32 IN 65,N/A,Dec-21,-74.118465257,4.6856219110001
,10,TV 93 53 32 IN 43,N/A,Dec-21,-74.118465257,4.6856219110001
,10,CL 73A 89A 02,N/A,Dec-21,-74.107277782,4.6994704730001
,10,KR 101 72 03,N/A,Dec-21,-74.117116283,4.704600225
,10,CL 79 112F 50,N/A,Dec-21,-74.121309477,4.720030308
,10,CL 79 112F 18,N/A,Dec-21,-74.12116001,4.71982366
,10,CL 81 113 14,N/A,Dec-21,-74.118744981,4.7224101200001
,10,CL 81 113 20,N/A,Dec-21,-74.118779577,4.722451703
,10,CL 86A 113 06,N/A,Dec-21,-74.113997812,4.726467638
,10,CL 86A 113 12,N/A,Dec-21,-74.114056375,4.726516363
,10,CL 88 112I 27,N/A,Dec-21,-74.113206813,4.72671275
,10,CL 88 112I 33,N/A,Dec-21,-74.113245464,4.726750899
,10,CL 88 112G 23,N/A,Dec-21,-74.112842916,4.7263549510001
,10,CL 86A 112G 26,N/A,Dec-21,-74.113531943,4.7256648210001
,10,CL 86A 112G 20,N/A,Dec-21,-74.113497797,4.7256221530001
,10,KR 73A 68B 28,N/A,Dec-21,-74.099141902,4.684617846
,10,AC 53 70D 55,N/A,Dec-21,-74.105277603,4.6693999190001
,10,KR 69 64D 33 PI 1,N/A,Dec-21,-74.094591728,4.672922886
,10,KR 68F 71A 39,N/A,Dec-21,-74.087664556,4.679464836
,10,CL 77 69H 62 PI 1,N/A,Dec-21,-74.0856917,4.6865320870001
,10,CL 59A 77 13 LC 1,N/A,Dec-21,-74.108881916,4.678254017
,10,KR 72 53 27 LC 1,N/A,Dec-21,-74.106784986,4.671830721
,10,KR 77 76 65 LC 1,N/A,Dec-21,-74.095861542,4.696083913
,10,CL 77A 77 23,N/A,Dec-21,-74.095709802,4.696341526
,10,KR 72B 66A 09,N/A,Dec-21,-74.100487083,4.68218677
,10,CL 72A 73A 35,N/A,Dec-21,-74.096783809,4.689113192
,10,KR 92 64C 07,N/A,Dec-21,-74.117048466,4.6889961970001
,10,CL 68A 86A 44,N/A,Dec-21,-74.108979389,4.6919027230001
,10,CL 68A 90 51,N/A,Dec-21,-74.111997977,4.6931674100001
,10,CL 70A 87A 05,N/A,Dec-21,-74.108583829,4.694325731
,10,KR 110 79 23,N/A,Dec-21,-74.118612666,4.716880583
,10,KR 111A 86B 52,N/A,Dec-21,-74.110927822,4.7232239460001
,10,CL 72F 111B 09 LC 1,N/A,Dec-21,-74.126144123,4.7133192960001
,10,KR 71B 52A 09 AP 103,N/A,Dec-21,-74.106431737,4.670154601
,10,CL 63D 71A 52,N/A,Dec-21,-74.102102196,4.675150006
,10,KR 70B 64B 48,N/A,Dec-21,-74.098569469,4.6749460230001
,10,AC 53 77A 15,N/A,Dec-21,-74.110827716,4.677371776
,10,AC 53 77A 21,N/A,Dec-21,-74.110827716,4.677371776
,10,AC 53 77A 11 IN 8,N/A,Dec-21,-74.1110945,4.677047363
,10,KR 73A 52B 04,N/A,Dec-21,-74.108847505,4.67311878
,10,KR 84A 75 74,N/A,Dec-21,-74.102208992,4.698872479
,10,DG 82C 73A 02 LC 1,N/A,Dec-21,-74.090053962,4.7026707970001
,10,KR 92 64C 24,N/A,Dec-21,-74.116523347,4.687913246
,10,KR 88A 64D 66,N/A,Dec-21,-74.113017417,4.687358967
,10,CL 69A 91 09,N/A,Dec-21,-74.112607219,4.6947110200001
,10,AC 72 90 55 LC 1,N/A,Dec-21,-74.10937351,4.697896997
,10,AC 72 100B 28,N/A,Dec-21,-74.116935283,4.7044629980001
,10,CL 87 94H 10,N/A,Dec-21,-74.101193079,4.712559342
,10,KR 106A 65B 06,N/A,Dec-21,-74.126932019,4.7009706820001
,10,CL 78 112 24,N/A,Dec-21,-74.122055586,4.7175411370001
,10,KR 112A 78 01,N/A,Dec-21,-74.12223776,4.717708374
,10,CL 72F 111C 24,N/A,Dec-21,-74.126138613,4.713795857
,10,CL 86 110 55 LC 1,N/A,Dec-21,-74.111943113,4.722218358
,10,KR 105F 67B 22,N/A,Dec-21,-74.124706195,4.700482574
,10,KR 109A 68B 11,N/A,Dec-21,-74.128070672,4.703936382
,10,KR 111B 72C 55,N/A,Dec-21,-74.12611241,4.7132816010001
,10,KR 112B 75D 06,N/A,Dec-21,-74.12429008,4.716156547
,10,KR 113 78 26,N/A,Dec-21,-74.122889679,4.7187552570001
,10,CL 71A 70 15,N/A,Dec-21,-74.092367962,4.6834452960001
,10,KR 69K 79 97,N/A,Dec-21,-74.08344345,4.6888130880001
,10,KR 69 49A 71,N/A,Dec-21,-74.103514168,4.6628604740001
,10,KR 71 64 47,N/A,Dec-21,-74.100769249,4.6754027540001
,10,CL 63D 71 68,N/A,Dec-21,-74.101678241,4.67476544
,10,AC 53 72 49,N/A,Dec-21,-74.1073425,4.671489422
,10,CL 76 77 37,N/A,Dec-21,-74.096673183,4.6953017860001
,10,CL 71A 72 85,N/A,Dec-21,-74.096404568,4.687017273
,10,TV 93 53 48 IN 82,N/A,Dec-21,-74.117803854,4.6860491800001
,10,TV 93 53 48 BG 76,N/A,Dec-21,-74.117803854,4.6860491800001
,10,KR 90A 64C 54,N/A,Dec-21,-74.115149768,4.687709888
,10,KR 88A 64D 90 IN 28,N/A,Dec-21,-74.112626726,4.6881556870001
,10,KR 88A 64D 90 IN 14,N/A,Dec-21,-74.112626726,4.6881556870001
,10,CL 64 93 35,N/A,Dec-21,-74.118025704,4.6895760300001
,10,CL 64G 90A 39,N/A,Dec-21,-74.11551759,4.688509536
,10,CL 65 BIS 86 79,N/A,Dec-21,-74.11183298,4.6883509000001
,10,CL 75 87 93,N/A,Dec-21,-74.105493293,4.700124466
,10,DG 86A 103D 45,N/A,Dec-21,-74.110380457,4.7199428640001
,10,DG 86A 103D 09,N/A,Dec-21,-74.110380457,4.7199428640001
,10,CL 83B 92 15,N/A,Dec-21,-74.103010947,4.708905164
,10,KR 105C 65 22,N/A,Dec-21,-74.125327829,4.698596418
,10,CL 73 110 15,N/A,Dec-21,-74.124340224,4.711778735
,10,KR 110 72 26,N/A,Dec-21,-74.124711281,4.710727005
,10,KR 110 72C 52,N/A,Dec-21,-74.12412787,4.7115658490001
,10,KR 112A 78B 38,N/A,Dec-21,-74.121521466,4.7179255660001
,10,KR 112A 78B 20,N/A,Dec-21,-74.121609675,4.717862836
,10,KR 112A 78A 44,N/A,Dec-21,-74.121727257,4.7177792250001
,10,KR 110 71B 78,N/A,Dec-21,-74.125009428,4.710317436
,10,CL 86 87 24,N/A,Dec-21,-74.098508013,4.708057417
,10,CL 78 112F 57,N/A,Dec-21,-74.123280358,4.7184801080001
,10,KR 112A 77A 07,N/A,Dec-21,-74.123274912,4.716960665
,10,CL 77 68G 70,N/A,Dec-21,-74.083812189,4.683992915
,10,CL 74C 70 20,N/A,Dec-21,-74.089386221,4.687596254
,10,CL 77 69 50,N/A,Dec-21,-74.084607708,4.685178783
,10,AC 80 69B 63,N/A,Dec-21,-74.082770073,4.687891724
,10,CL 64 71 77,N/A,Dec-21,-74.101479375,4.675241898
,10,KR 74B 65A 57,N/A,Dec-21,-74.103069415,4.6828317210001
,10,DG 85 76 40,N/A,Dec-21,-74.093096137,4.7066841980001
,10,TV 76 81I 60 LC 1,N/A,Dec-21,-74.091347224,4.701384042
,10,TV 93 53 48 IN 16,N/A,Dec-21,-74.117803854,4.6860491800001
,10,TV 93 53 48 IN 8,N/A,Dec-21,-74.117803854,4.6860491800001
,10,CL 69A 94 78,N/A,Dec-21,-74.115071709,4.696551572
,10,CL 69A 94 72,N/A,Dec-21,-74.115025762,4.6965229150001
,10,TV 94L 86 12,N/A,Dec-21,-74.102583973,4.7117857430001
,10,KR 89A 81A 85,N/A,Dec-21,-74.10204195,4.706008857
,10,TV 113 64C 48,N/A,Dec-21,-74.136729492,4.7074490250001
,10,CL 64 113A 30,N/A,Dec-21,-74.138568092,4.7092251240001
,10,KR 113 74B 04,N/A,Dec-21,-74.12603493,4.7161708830001
,10,KR 112A 78F 50,N/A,Dec-21,-74.120620363,4.718567426
,10,CL 79 112F 27,N/A,Dec-21,-74.1213649,4.719694674
,10,KR 112A 78F 19,N/A,Dec-21,-74.120926156,4.718639662
,10,CL 78 111 03,N/A,Dec-21,-74.12096869,4.715997519
,10,CL 72F 111 13 PI 1,N/A,Dec-21,-74.125947085,4.713073598
,10,KR 107 71B 67 PI 1,N/A,Dec-21,-74.122602073,4.708539113
,10,AC 53 85F 12 PI 1,N/A,Dec-21,-74.113677231,4.6805193710001
,10,KR 66A 51 14,N/A,Dec-21,-74.104587473,4.6652036620001
,10,KR 72B 51 90,N/A,Dec-21,-74.108770687,4.670858906
,10,KR 75 47 75,N/A,Dec-21,-74.112706836,4.6728573740001
,10,CL 64G 89A 79,N/A,Dec-21,-74.114895501,4.688132291
,10,KR 90 68A 43,N/A,Dec-21,-74.111379449,4.6935972060001
,10,CL 86 95D 66 AP 102,N/A,Dec-21,-74.104917281,4.7141663400001
,10,KR 112 64C 23,N/A,Dec-21,-74.133993464,4.704468578
,10,KR 113B 63I 39,N/A,Dec-21,-74.139678994,4.709559144
,10,KR 112A 78C 45,N/A,Dec-21,-74.12133819,4.718347432
,10,KR 112A 75A 20,N/A,Dec-21,-74.124651219,4.715411978
,10,CL 75B 111A 02,N/A,Dec-21,-74.123963068,4.7147507190001
,10,KR 112A 76A 20,N/A,Dec-21,-74.123574694,4.7162399580001
,10,CL 77 112 11,N/A,Dec-21,-74.123401892,4.716045604
,10,KR 112A 73A 20,N/A,Dec-21,-74.125945692,4.714488455
,10,CL 81A 107 04,N/A,Dec-21,-74.114186642,4.71717553
,10,CL 82 109 28,N/A,Dec-21,-74.113966463,4.718639732
,10,CL 83 108 27,N/A,Dec-21,-74.112963474,4.718790191
,10,CL 81 106A 04,N/A,Dec-21,-74.114752769,4.716376557
,10,CL 81 106A 28,N/A,Dec-21,-74.114912868,4.7165141450001
,10,CL 71 74A 35,N/A,Dec-21,-74.099089808,4.687561637
,10,KR 68G 64C 32,N/A,Dec-21,-74.093984675,4.6717953470001
,10,KR 80 65A 96,N/A,Dec-21,-74.106409551,4.686367349
,10,KR 80 70 89 LC 1,N/A,Dec-21,-74.103106313,4.6907758830001
,10,CL 52B BIS 85 42,N/A,Dec-21,-74.113221093,4.678455456
,10,CL 52A 85D 10,N/A,Dec-21,-74.114670668,4.679203721
,10,AC 53 85B 25,N/A,Dec-21,-74.113502394,4.6797783970001
,10,CL 52A 85B 04,N/A,Dec-21,-74.114364012,4.6786962310001
,10,AC 53 85C 10,N/A,Dec-21,-74.113367952,4.680231539
,10,CL 71 72 50,N/A,Dec-21,-74.096381199,4.6862296620001
,10,TV 76 82C 92 PI 1,N/A,Dec-21,-74.092100014,4.7032813050001
,10,CL 64G 92 56,N/A,Dec-21,-74.11672145,4.69041538
,10,CL 64G 92 92,N/A,Dec-21,-74.11672145,4.69041538
,10,CL 69A 90 61,N/A,Dec-21,-74.111689179,4.6939730830001
,10,CL 67B 90 23,N/A,Dec-21,-74.112488242,4.692038133
,10,CL 68A 90 21,N/A,Dec-21,-74.111840314,4.69307746
,10,CL 69A 88A 28,N/A,Dec-21,-74.110301274,4.6935713890001
,10,KR 90 70A 10,N/A,Dec-21,-74.109968719,4.6955250720001
,10,CL 86 95B 16 IN 102,N/A,Dec-21,-74.10390923,4.71317944
,10,TV 94L 89 66,N/A,Dec-21,-74.099116572,4.714113991
,10,KR 90A 80 96,N/A,Dec-21,-74.104606249,4.705350762
,10,DG 76A 96A 52,N/A,Dec-21,-74.112873543,4.707816365
,10,CL 78A 101 35,N/A,Dec-21,-74.113913242,4.710325771
,10,CL 78A 101 73,N/A,Dec-21,-74.114136493,4.710582231
,10,KR 100B 76 05,N/A,Dec-21,-74.114585201,4.708166997
,10,KR 112 65 25,N/A,Dec-21,-74.133612162,4.70509148
,10,KR 112 76A 34,N/A,Dec-21,-74.123225663,4.7159228420001
,10,CL 81 109 03,N/A,Dec-21,-74.115731293,4.7172319160001
,10,KR 109A 80 37,N/A,Dec-21,-74.117070532,4.7169773320001
,10,CL 80A 107 28,N/A,Dec-21,-74.11598397,4.716315416
,10,CL 81 106 09,N/A,Dec-21,-74.114861902,4.715862578
,10,CL 81 106 27,N/A,Dec-21,-74.114955958,4.7160108300001
,10,AC 53 85F 18,N/A,Dec-21,-74.113717321,4.6805558020001
,10,KR 73A 68B 39,N/A,Dec-21,-74.09940838,4.684941839
,10,AK 72 51 04,N/A,Dec-21,-74.108411659,4.6693401640001
,10,CL 69A 70 04,N/A,Dec-21,-74.093574677,4.681179012
,10,CL 74C 70 06,N/A,Dec-21,-74.08933028,4.6874901260001
,10,AK 68 66 31,N/A,Dec-21,-74.090700992,4.67149462
,10,AC 66A 84A 53,N/A,Dec-21,-74.109087638,4.689383789
,10,AC 72 74A 04,N/A,Dec-21,-74.097439861,4.6894074730001
,10,AC 26 77A 04,N/A,Dec-21,-74.113963497,4.671939385
,10,KR 77A 68B 47,N/A,Dec-21,-74.102685402,4.6876536230001
,10,TV 93 53 48 IN 32,N/A,Dec-21,-74.117803854,4.6860491800001
,10,TV 93 53 48 IN 34,N/A,Dec-21,-74.117803854,4.6860491800001
,10,TV 93 53 48 IN 37,N/A,Dec-21,-74.117803854,4.6860491800001
,10,TV 93 53 48 IN 56,N/A,Dec-21,-74.117803854,4.6860491800001
,10,TV 93 53 48 IN 23,N/A,Dec-21,-74.117803854,4.6860491800001
,10,TV 93 53 48 IN 27,N/A,Dec-21,-74.117803854,4.6860491800001
,10,TV 93 53 48 IN 43,N/A,Dec-21,-74.117803854,4.6860491800001
,10,TV 93 53 48 IN 45,N/A,Dec-21,-74.117803854,4.6860491800001
,10,TV 93 53 48 IN 47,N/A,Dec-21,-74.117803854,4.6860491800001
,10,TV 93 53 48 IN 50,N/A,Dec-21,-74.117803854,4.6860491800001
,10,TV 93 53 48 IN 52,N/A,Dec-21,-74.117803854,4.6860491800001
,10,TV 93 53 48 IN 54,N/A,Dec-21,-74.117803854,4.6860491800001
,10,TV 93 53 48 IN 70,N/A,Dec-21,-74.117803854,4.6860491800001
,10,TV 93 53 60 LC 106,N/A,Dec-21,-74.119056738,4.6876641320001
,10,TV 93 53 60 LC 108,N/A,Dec-21,-74.119056738,4.6876641320001
,10,CL 64G 92 38,N/A,Dec-21,-74.11672145,4.69041538
,10,KR 90A 64C 47,N/A,Dec-21,-74.115776632,4.6880874940001
,10,CL 86A 95B 15 IN 110,N/A,Dec-21,-74.103660093,4.713436326
,10,CL 86 95B 16 IN 101,N/A,Dec-21,-74.10390923,4.71317944
,10,CL 82 95B 14 IN 102,N/A,Dec-21,-74.106511862,4.710665539
,10,CL 82 94L 86 IN 101,N/A,Dec-21,-74.106291856,4.710442884
,10,CL 83 95 29 IN 101,N/A,Dec-21,-74.105048928,4.7109081630001
,10,CL 82 90B 21,N/A,Dec-21,-74.103936998,4.706985961
,10,CL 78A 101 05,N/A,Dec-21,-74.113685755,4.710123186
,10,CL 78A 100B 23,N/A,Dec-21,-74.113606291,4.710062889
,10,CL 86B 95G 10 IN 102,N/A,Dec-21,-74.105149015,4.7156656390001
,10,CL 64 121 65 LC 0,N/A,Dec-21,-74.14212692,4.714451414
,10,CL 81 108 03,N/A,Dec-21,-74.115514891,4.716884791
,10,CL 81 108 27,N/A,Dec-21,-74.115645615,4.7170884560001
,10,CL 86 87 06 LC 1,N/A,Dec-21,-74.098427741,4.7079781350001
,10,CL 74 72 67,N/A,Dec-21,-74.094337306,4.689906046
,10,CL 75 88 24,N/A,Dec-21,-74.105669318,4.700529083
,10,KR 72 52 24,N/A,Dec-21,-74.107189228,4.6703084060001
,10,CL 63D 70B 03,N/A,Dec-21,-74.10014648,4.673311702
,10,AK 70 66 14 LC 1,N/A,Dec-21,-74.095632131,4.677786922
,10,KR 70G 71 96 PI 1,N/A,Dec-21,-74.093654146,4.684690582
,10,CL 64B 71 55,N/A,Dec-21,-74.100979956,4.6757193300001
,10,KR 73 BIS 54 72,N/A,Dec-21,-74.10699765,4.674253403
,10,AC 53 72A 22,N/A,Dec-21,-74.1073257,4.67225633
,10,CL 76 81 23 LC 1,N/A,Dec-21,-74.099485913,4.6976172610001
,10,AC 53 73A 07,N/A,Dec-21,-74.108653951,4.6737414080001
,10,TV 73A 82D 19,N/A,Dec-21,-74.090177715,4.703164362
,10,DG 63F 86 35,N/A,Dec-21,-74.114210282,4.6852102500001
,10,KR 90 69A 78,N/A,Dec-21,-74.110355991,4.694763698
,10,CL 70A 86A 27,N/A,Dec-21,-74.107652634,4.693678544
,10,KR 90 70B 34,N/A,Dec-21,-74.108705849,4.695433435
,10,KR 90 71 64,N/A,Dec-21,-74.109490359,4.69628843
,10,CL 71B 100B 32,N/A,Dec-21,-74.118021456,4.7032006810001
,10,CL 81 94L 34 IN 102,N/A,Dec-21,-74.106796904,4.709564458
,10,CL 71B 100B 18,N/A,Dec-21,-74.117924965,4.7031197740001
,10,KR 103 75A 21,N/A,Dec-21,-74.116752417,4.7079662360001
,10,CL 87 94L 44 IN 102,N/A,Dec-21,-74.101352883,4.7130341050001
,10,CL 89 95G 10 IN 102,N/A,Dec-21,-74.103390719,4.7174849950001
,10,KR 109A 81 03,N/A,Dec-21,-74.115768389,4.717797246
,10,CL 81 107 21,N/A,Dec-21,-74.115351643,4.7166361080001
,10,CL 81 107 22,N/A,Dec-21,-74.115093323,4.716800614
,10,CL 75 68G 12 IN 1,N/A,Dec-21,-74.084286453,4.682896108
,10,KR 73A 77A 74 PI 1,N/A,Dec-21,-74.091260816,4.6957359050001
,10,KR 89 80 78,N/A,Dec-21,-74.102181421,4.704590664
,10,AK 70 55 89,N/A,Dec-21,-74.101560286,4.6708872260001
,10,CL 63D 70 30,N/A,Dec-21,-74.099358085,4.673178046
,10,AK 70 63 71,N/A,Dec-21,-74.100542654,4.671415698
,10,AC 64C 69A 35,N/A,Dec-21,-74.095960815,4.6724606170001
,10,CL 69B 68F 37,N/A,Dec-21,-74.08953528,4.678178313
,10,CL 75 69K 43,N/A,Dec-21,-74.087365514,4.686137387
,10,KR 71 63D 42,N/A,Dec-21,-74.100857597,4.6745224060001
,10,KR 71A BIS 63D 41,N/A,Dec-21,-74.101947308,4.675422084
,10,KR 71D 63D 46,N/A,Dec-21,-74.101947308,4.675422084
,10,KR 71 63D 35,N/A,Dec-21,-74.10124949,4.6747268140001
,10,KR 68F 66 05,N/A,Dec-21,-74.09175601,4.674580871
,10,KR 77C 52A 80,N/A,Dec-21,-74.111748422,4.676579422
,10,KR 77C 52A 95,N/A,Dec-21,-74.11173236,4.677091779
,10,KR 77A 64C 32,N/A,Dec-21,-74.106778471,4.681910277
,10,KR 77A 64C 62,N/A,Dec-21,-74.106628723,4.6821066060001
,10,KR 77A 64H 30,N/A,Dec-21,-74.105816734,4.6831412180001
,10,KR 75 64F 10,N/A,Dec-21,-74.104845192,4.681006398
,10,KR 80 66 07,N/A,Dec-21,-74.106425926,4.686758759
,10,KR 77A 65A 33,N/A,Dec-21,-74.105235462,4.6843794100001
,10,CL 69A 84 26,N/A,Dec-21,-74.107009188,4.6917609650001
,10,KR 82 68B 09,N/A,Dec-21,-74.1063768,4.6903311560001
,10,CL 71A 82 04,N/A,Dec-21,-74.10390262,4.6930113930001
,10,CL 74 BIS 84 36,N/A,Dec-21,-74.103244097,4.697620487
,10,CL 78 80A 47,N/A,Dec-21,-74.097763896,4.699015096
,10,KR 80A 77 40,N/A,Dec-21,-74.097742066,4.698102831
,10,DG 85 76 44,N/A,Dec-21,-74.093171731,4.706653922
,10,KR 75 52A 60,N/A,Dec-21,-74.110364229,4.6747391860001
,10,TV 85 64G 06,N/A,Dec-21,-74.110294657,4.6856269580001
,10,CL 74 82 68,N/A,Dec-21,-74.102392045,4.6963700040001
,10,DG 82B 79 30,N/A,Dec-21,-74.094832167,4.702573452
,10,CL 64G 90A 23,N/A,Dec-21,-74.11551759,4.688509536
,10,KR 92 64C 54,N/A,Dec-21,-74.116248447,4.6883771400001
,10,CL 65 BIS 91 57,N/A,Dec-21,-74.115784365,4.690483226
,10,TV 93 63 32 IN 18,N/A,Dec-21,-74.117318335,4.688157255
,10,CL 64G 88A 40,N/A,Dec-21,-74.113197203,4.688263826
,10,CL 68A 87 42,N/A,Dec-21,-74.10967968,4.6923171290001
,10,CL 68A 91 17,N/A,Dec-21,-74.113200537,4.6939385360001
,10,CL 68A 91 50,N/A,Dec-21,-74.113102312,4.6943745950001
,10,CL 67B 90 17,N/A,Dec-21,-74.112426529,4.692000707
,10,CL 70A 89A 24,N/A,Dec-21,-74.109866103,4.69546396
,10,CL 75 100A 28,N/A,Dec-21,-74.115096213,4.706636186
,10,CL 89 95 80 IN 101,N/A,Dec-21,-74.101339659,4.7154945560001
,10,CL 88 95F 65 AP 102,N/A,Dec-21,-74.104020312,4.716304028
,10,CL 88 95G 14 IN 102,N/A,Dec-21,-74.104048743,4.7169559560001
,10,CL 87 95G 14 IN 102,N/A,Dec-21,-74.104621175,4.716370867
,10,AC 72 102A 09,N/A,Dec-21,-74.118393839,4.7051386680001
,10,CL 86A 95F 76 AP 101,N/A,Dec-21,-74.10496181,4.7153289980001
,10,CL 86 95F 44 AP 102,N/A,Dec-21,-74.105311169,4.7145396030001
,10,DG 78A BIS 105 26,N/A,Dec-21,-74.116710488,4.712977715
,10,CL 81 106A 09,N/A,Dec-21,-74.115092177,4.7162316700001
,10,CL 89 87A 50 PI 1,N/A,Dec-21,-74.096564483,4.7110769130001
,10,KR 73 76 99,N/A,Dec-21,-74.092205081,4.693807861
,10,CL 73 72 16,N/A,Dec-21,-74.094411182,4.688721158
,10,KR 90 77 24,N/A,Dec-21,-74.10458777,4.703999813
,10,CL 51 70C 45,N/A,Dec-21,-74.106695424,4.667222843
,10,KR 69R 75 47,N/A,Dec-21,-74.088139429,4.6882905630001
,10,CL 77 69Q 46,N/A,Dec-21,-74.087202879,4.688439455
,10,CL 77 69P 33,N/A,Dec-21,-74.086933937,4.6874765480001
,10,AC 26 68B 70,N/A,Dec-21,-74.104657106,4.6577383220001
,10,KR 69A 66 27,N/A,Dec-21,-74.092925214,4.676116587
,10,AK 68 68B 61,N/A,Dec-21,-74.087378125,4.676516317
,10,KR 73A 51A 97,N/A,Dec-21,-74.109738279,4.672671915
,10,KR 73A 53 33,N/A,Dec-21,-74.108270848,4.674236751
,10,CL 63F 72A 35,N/A,Dec-21,-74.104046146,4.6765545000001
,10,TV 85 64H 22,N/A,Dec-21,-74.110109208,4.686287372
,10,KR 77A 64G 04,N/A,Dec-21,-74.106240929,4.682601676
,10,CL 64F 77 24,N/A,Dec-21,-74.106018073,4.681943318
,10,CL 64F 76A 06,N/A,Dec-21,-74.105685641,4.681689019
,10,KR 79 64C 48,N/A,Dec-21,-74.108094483,4.6834568240001
,10,KR 84 69A 49,N/A,Dec-21,-74.106657351,4.692017756
